date,open,high,low,close,adjclose,volume,ticker
2011-04-21,65550000.0,67925000.0,64200000.0,64275000.0,64275000.0,0.0,TVIX
2011-04-25,63750000.0,64725000.0,61200000.0,61325000.0,61325000.0,0.0,TVIX
2011-04-26,59875000.0,60700000.0,57125000.0,58725000.0,58725000.0,0.0,TVIX
2011-04-27,58875000.0,63625000.0,57075000.0,57100000.0,57100000.0,0.0,TVIX
2011-04-28,58450000.0,58675000.0,55025000.0,55700000.0,55700000.0,0.0,TVIX
2011-04-29,55550000.0,56775000.0,55450000.0,55900000.0,55900000.0,0.0,TVIX
2011-05-02,54825000.0,60125000.0,54675000.0,59125000.0,59125000.0,0.0,TVIX
2011-05-03,59500000.0,64400000.0,59500000.0,61575000.0,61575000.0,0.0,TVIX
2011-05-04,61900000.0,67125000.0,61500000.0,62975000.0,62975000.0,0.0,TVIX
2011-05-05,67500000.0,67975000.0,61600000.0,66700000.0,66700000.0,0.0,TVIX
2011-05-06,60400000.0,67825000.0,58300000.0,63975000.0,63975000.0,0.0,TVIX
2011-05-09,64100000.0,64325000.0,59375000.0,59625000.0,59625000.0,0.0,TVIX
2011-05-10,58475000.0,59175000.0,55000000.0,55525000.0,55525000.0,0.0,TVIX
2011-05-11,55650000.0,60700000.0,55550000.0,57500000.0,57500000.0,0.0,TVIX
2011-05-12,59300000.0,61000000.0,55150000.0,56325000.0,56325000.0,0.0,TVIX
2011-05-13,55375000.0,59375000.0,55275000.0,57675000.0,57675000.0,0.0,TVIX
2011-05-16,58750000.0,60075000.0,55275000.0,60075000.0,60075000.0,0.0,TVIX
2011-05-17,61550000.0,63225000.0,57500000.0,57825000.0,57825000.0,0.0,TVIX
2011-05-18,57250000.0,58750000.0,54050000.0,54700000.0,54700000.0,0.0,TVIX
2011-05-19,53300000.0,54825000.0,52050000.0,52150000.0,52150000.0,0.0,TVIX
2011-05-20,52375000.0,55550000.0,50950000.0,53325000.0,53325000.0,0.0,TVIX
2011-05-23,58650000.0,59350000.0,55450000.0,56850000.0,56850000.0,0.0,TVIX
2011-05-24,55600000.0,56775000.0,54250000.0,56625000.0,56625000.0,0.0,TVIX
2011-05-25,56725000.0,56900000.0,52350000.0,53475000.0,53475000.0,0.0,TVIX
2011-05-26,53875000.0,54575000.0,50875000.0,51150000.0,51150000.0,0.0,TVIX
2011-05-27,49550000.0,50025000.0,47975000.0,49300000.0,49300000.0,0.0,TVIX
2011-05-31,45875000.0,47800000.0,45650000.0,46600000.0,46600000.0,0.0,TVIX
2011-06-01,47225000.0,52450000.0,46750000.0,52425000.0,52425000.0,0.0,TVIX
2011-06-02,50725000.0,54400000.0,49875000.0,51050000.0,51050000.0,0.0,TVIX
2011-06-03,55550000.0,55550000.0,49825000.0,51125000.0,51125000.0,0.0,TVIX
2011-06-06,51075000.0,54125000.0,49825000.0,52850000.0,52850000.0,0.0,TVIX
2011-06-07,50950000.0,51675000.0,49000000.0,51475000.0,51475000.0,0.0,TVIX
2011-06-08,51650000.0,53775000.0,50575000.0,53325000.0,53325000.0,0.0,TVIX
2011-06-09,51625000.0,52000000.0,49075000.0,49800000.0,49800000.0,0.0,TVIX
2011-06-10,50450000.0,54375000.0,49975000.0,53350000.0,53350000.0,0.0,TVIX
2011-06-13,52850000.0,57350000.0,51625000.0,55150000.0,55150000.0,0.0,TVIX
2011-06-14,52100000.0,52150000.0,50325000.0,51650000.0,51650000.0,0.0,TVIX
2011-06-15,55225000.0,60825000.0,54400000.0,60350000.0,60350000.0,0.0,TVIX
2011-06-16,62625000.0,72475000.0,60675000.0,66650000.0,66650000.0,0.0,TVIX
2011-06-17,62625000.0,67450000.0,61100000.0,64125000.0,64125000.0,0.0,TVIX
2011-06-20,65225000.0,65900000.0,58325000.0,58600000.0,58600000.0,0.0,TVIX
2011-06-21,55075000.0,55750000.0,51925000.0,54625000.0,54625000.0,0.0,TVIX
2011-06-22,53675000.0,56000000.0,51325000.0,55775000.0,55775000.0,0.0,TVIX
2011-06-23,62075000.0,63625000.0,55575000.0,55625000.0,55625000.0,0.0,TVIX
2011-06-24,54875000.0,60725000.0,54125000.0,60125000.0,60125000.0,0.0,TVIX
2011-06-27,60425000.0,62000000.0,57575000.0,58250000.0,58250000.0,0.0,TVIX
2011-06-28,56800000.0,57625000.0,53500000.0,53600000.0,53600000.0,0.0,TVIX
2011-06-29,50775000.0,51825000.0,48125000.0,48325000.0,48325000.0,0.0,TVIX
2011-06-30,46475000.0,46650000.0,43325000.0,44300000.0,44300000.0,0.0,TVIX
2011-07-01,43675000.0,44000000.0,40150000.0,40700000.0,40700000.0,0.0,TVIX
2011-07-05,40500000.0,41650000.0,39975000.0,41150000.0,41150000.0,0.0,TVIX
2011-07-06,42100000.0,43775000.0,41425000.0,42400000.0,42400000.0,0.0,TVIX
2011-07-07,39450000.0,40275000.0,39125000.0,39950000.0,39950000.0,0.0,TVIX
2011-07-08,43000000.0,43000000.0,40900000.0,40925000.0,40925000.0,0.0,TVIX
2011-07-11,45200000.0,48125000.0,44025000.0,47900000.0,47900000.0,0.0,TVIX
2011-07-12,49825000.0,50300000.0,45825000.0,50150000.0,50150000.0,0.0,TVIX
2011-07-13,48050000.0,51250000.0,45275000.0,50200000.0,50200000.0,0.0,TVIX
2011-07-14,48900000.0,56375000.0,48875000.0,53925000.0,53925000.0,0.0,TVIX
2011-07-15,52600000.0,56625000.0,51250000.0,52525000.0,52525000.0,0.0,TVIX
2011-07-18,54675000.0,56950000.0,54525000.0,54950000.0,54950000.0,0.0,TVIX
2011-07-19,52525000.0,52850000.0,49075000.0,49525000.0,49525000.0,0.0,TVIX
2011-07-20,47525000.0,49525000.0,47200000.0,47500000.0,47500000.0,0.0,TVIX
2011-07-21,45000000.0,45650000.0,42325000.0,42400000.0,42400000.0,0.0,TVIX
2011-07-22,41725000.0,43250000.0,41125000.0,41875000.0,41875000.0,0.0,TVIX
2011-07-25,44550000.0,45325000.0,43125000.0,45000000.0,45000000.0,0.0,TVIX
2011-07-26,45425000.0,47800000.0,45000000.0,47075000.0,47075000.0,0.0,TVIX
2011-07-27,48750000.0,53175000.0,48675000.0,52500000.0,52500000.0,0.0,TVIX
2011-07-28,53025000.0,55725000.0,49375000.0,54875000.0,54875000.0,0.0,TVIX
2011-07-29,58350000.0,60250000.0,52325000.0,52900000.0,52900000.0,0.0,TVIX
2011-08-01,47250000.0,55300000.0,46900000.0,48450000.0,48450000.0,0.0,TVIX
2011-08-02,51725000.0,55375000.0,49250000.0,55225000.0,55225000.0,0.0,TVIX
2011-08-03,55700000.0,61050000.0,53775000.0,55625000.0,55625000.0,0.0,TVIX
2011-08-04,60350000.0,78250000.0,59400000.0,78225000.0,78225000.0,0.0,TVIX
2011-08-05,71100000.0,101625000.0,68400000.0,86050000.0,86050000.0,0.0,TVIX
2011-08-08,101450000.0,115625000.0,94575000.0,110650000.0,110650000.0,0.0,TVIX
2011-08-09,100675000.0,117875000.0,86475000.0,86475000.0,86475000.0,0.0,TVIX
2011-08-10,92900000.0,107500000.0,90775000.0,105900000.0,105900000.0,0.0,TVIX
2011-08-11,102725000.0,108475000.0,92400000.0,97725000.0,97725000.0,0.0,TVIX
2011-08-12,91550000.0,100225000.0,89025000.0,99350000.0,99350000.0,0.0,TVIX
2011-08-15,93450000.0,96450000.0,88400000.0,88400000.0,88400000.0,0.0,TVIX
2011-08-16,92800000.0,98550000.0,89175000.0,92325000.0,92325000.0,0.0,TVIX
2011-08-17,89750000.0,98050000.0,88125000.0,95975000.0,95975000.0,0.0,TVIX
2011-08-18,113500000.0,141150000.0,113500000.0,135124992.0,135124992.0,0.0,TVIX
2011-08-19,153475008.0,153900000.0,132500000.0,149850000.0,149850000.0,0.0,TVIX
2011-08-22,132775000.0,163100000.0,131950000.0,159175008.0,159175008.0,0.0,TVIX
2011-08-23,158424992.0,165750000.0,142150000.0,143524992.0,143524992.0,0.0,TVIX
2011-08-24,143600000.0,146424992.0,129650000.0,137775008.0,137775008.0,0.0,TVIX
2011-08-25,130450000.0,150300000.0,126900000.0,143450000.0,143450000.0,0.0,TVIX
2011-08-26,153850000.0,159724992.0,133875000.0,138850000.0,138850000.0,0.0,TVIX
2011-08-29,128425000.0,129425000.0,121225000.0,121225000.0,121225000.0,0.0,TVIX
2011-08-30,125550000.0,130800000.0,120825000.0,124150000.0,124150000.0,0.0,TVIX
2011-08-31,121475000.0,127500000.0,116625000.0,124500000.0,124500000.0,0.0,TVIX
2011-09-01,123850000.0,127925000.0,117300000.0,127825000.0,127825000.0,0.0,TVIX
2011-09-02,140124992.0,143350000.0,136250000.0,140524992.0,140524992.0,0.0,TVIX
2011-09-06,166424992.0,167350000.0,148275008.0,148950000.0,148950000.0,0.0,TVIX
2011-09-07,140024992.0,143375008.0,137050000.0,138300000.0,138300000.0,0.0,TVIX
2011-09-08,142124992.0,144350000.0,133250000.0,142600000.0,142600000.0,0.0,TVIX
2011-09-09,150924992.0,173350000.0,149075008.0,169575008.0,169575008.0,0.0,TVIX
2011-09-12,185300000.0,194124992.0,171350000.0,173124992.0,173124992.0,0.0,TVIX
2011-09-13,170350000.0,180675008.0,168375008.0,169724992.0,169724992.0,0.0,TVIX
2011-09-14,165500000.0,178200000.0,153124992.0,160400000.0,160400000.0,0.0,TVIX
2011-09-15,153224992.0,156475008.0,144275008.0,144275008.0,144275008.0,0.0,TVIX
2011-09-16,142475008.0,148975008.0,137550000.0,138775008.0,138775008.0,0.0,TVIX
2011-09-19,151550000.0,157100000.0,144600000.0,147624992.0,147624992.0,0.0,TVIX
2011-09-20,145375008.0,149000000.0,137250000.0,147850000.0,147850000.0,0.0,TVIX
2011-09-21,145850000.0,163750000.0,142500000.0,163750000.0,163750000.0,0.0,TVIX
2011-09-22,191675008.0,208175008.0,182400000.0,196750000.0,196750000.0,0.0,TVIX
2011-09-23,200400000.0,207000000.0,192175008.0,200350000.0,200350000.0,0.0,TVIX
2011-09-26,193024992.0,208750000.0,186000000.0,186750000.0,186750000.0,0.0,TVIX
2011-09-27,170150000.0,183624992.0,163824992.0,180300000.0,180300000.0,0.0,TVIX
2011-09-28,176075008.0,203450000.0,172500000.0,202875008.0,202875008.0,0.0,TVIX
2011-09-29,189400000.0,215124992.0,185000000.0,195450000.0,195450000.0,0.0,TVIX
2011-09-30,211250000.0,225000000.0,203324992.0,223575008.0,223575008.0,0.0,TVIX
2011-10-03,233400000.0,253350000.0,221275008.0,252250000.0,252250000.0,0.0,TVIX
2011-10-04,264675008.0,272924992.0,213475008.0,217024992.0,217024992.0,0.0,TVIX
2011-10-05,209850000.0,218424992.0,193900000.0,195024992.0,195024992.0,0.0,TVIX
2011-10-06,196075008.0,204000000.0,188075008.0,189000000.0,189000000.0,0.0,TVIX
2011-10-07,181150000.0,202300000.0,180950000.0,194750000.0,194750000.0,0.0,TVIX
2011-10-10,179850000.0,180300000.0,167500000.0,167500000.0,167500000.0,0.0,TVIX
2011-10-11,171124992.0,171575008.0,160900000.0,162775008.0,162775008.0,0.0,TVIX
2011-10-12,151950000.0,153150000.0,135624992.0,141200000.0,141200000.0,0.0,TVIX
2011-10-13,144000000.0,152724992.0,140100000.0,140675008.0,140675008.0,0.0,TVIX
2011-10-14,128900000.0,135450000.0,123775000.0,124725000.0,124725000.0,0.0,TVIX
2011-10-17,125750000.0,151650000.0,125575000.0,150100000.0,150100000.0,0.0,TVIX
2011-10-18,150175008.0,161224992.0,128050000.0,138024992.0,138024992.0,0.0,TVIX
2011-10-19,136950000.0,162075008.0,133875000.0,156450000.0,156450000.0,0.0,TVIX
2011-10-20,159224992.0,172750000.0,154800000.0,159124992.0,159124992.0,0.0,TVIX
2011-10-21,146975008.0,152500000.0,141075008.0,141624992.0,141624992.0,0.0,TVIX
2011-10-24,138624992.0,138624992.0,123875000.0,124100000.0,124100000.0,0.0,TVIX
2011-10-25,127575000.0,142750000.0,127575000.0,140624992.0,140624992.0,0.0,TVIX
2011-10-26,129825000.0,150000000.0,127625000.0,128325000.0,128325000.0,0.0,TVIX
2011-10-27,102500000.0,108625000.0,92775000.0,95000000.0,95000000.0,0.0,TVIX
2011-10-28,98575000.0,100225000.0,91925000.0,93125000.0,93125000.0,0.0,TVIX
2011-10-31,101750000.0,113500000.0,100300000.0,113500000.0,113500000.0,0.0,TVIX
2011-11-01,147600000.0,154000000.0,136900000.0,143050000.0,143050000.0,0.0,TVIX
2011-11-02,135800000.0,147500000.0,134324992.0,137024992.0,137024992.0,0.0,TVIX
2011-11-03,129975000.0,146750000.0,123250000.0,124175000.0,124175000.0,0.0,TVIX
2011-11-04,130950000.0,138675008.0,125050000.0,130000000.0,130000000.0,0.0,TVIX
2011-11-07,130225000.0,137475008.0,126625000.0,126875000.0,126875000.0,0.0,TVIX
2011-11-08,123375000.0,131000000.0,114750000.0,115100000.0,115100000.0,0.0,TVIX
2011-11-09,132500000.0,159650000.0,129775000.0,158100000.0,158100000.0,0.0,TVIX
2011-11-10,139400000.0,155624992.0,137075008.0,137700000.0,137700000.0,0.0,TVIX
2011-11-11,127600000.0,128450000.0,123000000.0,126250000.0,126250000.0,0.0,TVIX
2011-11-14,130325000.0,137300000.0,129400000.0,132650000.0,132650000.0,0.0,TVIX
2011-11-15,137800000.0,139750000.0,127050000.0,129950000.0,129950000.0,0.0,TVIX
2011-11-16,137824992.0,144250000.0,128225000.0,142824992.0,142824992.0,0.0,TVIX
2011-11-17,144824992.0,161850000.0,141200000.0,155775008.0,155775008.0,0.0,TVIX
2011-11-18,147400000.0,155924992.0,145100000.0,146250000.0,146250000.0,0.0,TVIX
2011-11-21,160200000.0,161575008.0,146800000.0,149100000.0,149100000.0,0.0,TVIX
2011-11-22,151450000.0,153600000.0,141800000.0,142500000.0,142500000.0,0.0,TVIX
2011-11-23,149324992.0,156224992.0,147500000.0,155524992.0,155524992.0,0.0,TVIX
2011-11-25,156275008.0,160550000.0,150150000.0,159950000.0,159950000.0,0.0,TVIX
2011-11-28,138075008.0,147375008.0,135050000.0,144000000.0,144000000.0,0.0,TVIX
2011-11-29,141500000.0,144850000.0,135675008.0,138175008.0,138175008.0,0.0,TVIX
2011-11-30,120150000.0,122100000.0,113025000.0,113825000.0,113825000.0,0.0,TVIX
2011-12-01,114750000.0,115400000.0,107025000.0,108700000.0,108700000.0,0.0,TVIX
2011-12-02,102525000.0,108750000.0,98750000.0,108525000.0,108525000.0,0.0,TVIX
2011-12-05,98900000.0,110375000.0,98900000.0,107675000.0,107675000.0,0.0,TVIX
2011-12-06,107950000.0,109275000.0,103925000.0,106875000.0,106875000.0,0.0,TVIX
2011-12-07,109725000.0,118500000.0,109350000.0,113075000.0,113075000.0,0.0,TVIX
2011-12-08,119850000.0,125600000.0,117600000.0,123650000.0,123650000.0,0.0,TVIX
2011-12-09,120225000.0,121000000.0,106250000.0,106675000.0,106675000.0,0.0,TVIX
2011-12-12,110575000.0,114800000.0,106900000.0,106900000.0,106900000.0,0.0,TVIX
2011-12-13,102825000.0,110425000.0,98100000.0,106250000.0,106250000.0,0.0,TVIX
2011-12-14,106050000.0,111375000.0,103125000.0,106625000.0,106625000.0,0.0,TVIX
2011-12-15,98750000.0,101525000.0,95875000.0,98400000.0,98400000.0,0.0,TVIX
2011-12-16,92100000.0,100000000.0,91975000.0,97775000.0,97775000.0,0.0,TVIX
2011-12-19,95525000.0,97200000.0,91450000.0,95475000.0,95475000.0,0.0,TVIX
2011-12-20,86975000.0,87225000.0,82500000.0,83650000.0,83650000.0,0.0,TVIX
2011-12-21,81975000.0,84600000.0,72525000.0,72575000.0,72575000.0,0.0,TVIX
2011-12-22,69175000.0,74275000.0,66450000.0,72675000.0,72675000.0,0.0,TVIX
2011-12-23,71475000.0,77450000.0,70475000.0,76250000.0,76250000.0,0.0,TVIX
2011-12-27,75850000.0,76425000.0,73275000.0,75000000.0,75000000.0,0.0,TVIX
2011-12-28,74150000.0,81725000.0,73850000.0,81000000.0,81000000.0,0.0,TVIX
2011-12-29,79750000.0,80000000.0,76875000.0,77025000.0,77025000.0,0.0,TVIX
2011-12-30,76950000.0,79950000.0,76400000.0,79875000.0,79875000.0,0.0,TVIX
2012-01-03,72075000.0,73475000.0,70125000.0,71275000.0,71275000.0,0.0,TVIX
2012-01-04,73300000.0,74700000.0,68325000.0,68500000.0,68500000.0,0.0,TVIX
2012-01-05,70375000.0,71750000.0,65225000.0,65400000.0,65400000.0,0.0,TVIX
2012-01-06,64600000.0,67050000.0,62000000.0,63250000.0,63250000.0,0.0,TVIX
2012-01-09,62175000.0,63300000.0,60650000.0,61550000.0,61550000.0,0.0,TVIX
2012-01-10,57775000.0,59600000.0,56525000.0,58850000.0,58850000.0,0.0,TVIX
2012-01-11,60000000.0,61225000.0,59450000.0,60850000.0,60850000.0,0.0,TVIX
2012-01-12,60225000.0,64750000.0,58875000.0,58950000.0,58950000.0,0.0,TVIX
2012-01-13,61625000.0,65800000.0,61575000.0,62075000.0,62075000.0,0.0,TVIX
2012-01-17,58025000.0,62025000.0,56250000.0,61100000.0,61100000.0,0.0,TVIX
2012-01-18,60450000.0,61850000.0,56625000.0,56900000.0,56900000.0,0.0,TVIX
2012-01-19,55200000.0,56625000.0,53425000.0,53750000.0,53750000.0,0.0,TVIX
2012-01-20,54250000.0,54900000.0,50225000.0,50500000.0,50500000.0,0.0,TVIX
2012-01-23,50375000.0,51000000.0,47250000.0,47750000.0,47750000.0,0.0,TVIX
2012-01-24,50325000.0,50600000.0,47800000.0,48250000.0,48250000.0,0.0,TVIX
2012-01-25,48275000.0,49425000.0,43850000.0,44300000.0,44300000.0,0.0,TVIX
2012-01-26,42375000.0,45575000.0,42050000.0,44200000.0,44200000.0,0.0,TVIX
2012-01-27,45550000.0,45650000.0,42000000.0,42250000.0,42250000.0,0.0,TVIX
2012-01-30,45400000.0,46100000.0,43675000.0,44875000.0,44875000.0,0.0,TVIX
2012-01-31,42900000.0,45750000.0,42450000.0,44900000.0,44900000.0,0.0,TVIX
2012-02-01,42850000.0,43700000.0,41175000.0,42350000.0,42350000.0,0.0,TVIX
2012-02-02,40950000.0,41425000.0,39850000.0,39850000.0,39850000.0,0.0,TVIX
2012-02-03,36575000.0,37425000.0,35625000.0,35650000.0,35650000.0,0.0,TVIX
2012-02-06,36325000.0,36475000.0,34750000.0,34825000.0,34825000.0,0.0,TVIX
2012-02-07,35025000.0,36375000.0,34675000.0,35450000.0,35450000.0,0.0,TVIX
2012-02-08,35400000.0,37500000.0,35050000.0,37050000.0,37050000.0,0.0,TVIX
2012-02-09,37425000.0,40800000.0,36850000.0,40700000.0,40700000.0,0.0,TVIX
2012-02-10,45000000.0,52750000.0,44200000.0,47625000.0,47625000.0,0.0,TVIX
2012-02-13,42550000.0,43950000.0,40425000.0,40475000.0,40475000.0,0.0,TVIX
2012-02-14,41675000.0,47975000.0,41525000.0,42975000.0,42975000.0,0.0,TVIX
2012-02-15,43650000.0,48400000.0,43650000.0,47700000.0,47700000.0,0.0,TVIX
2012-02-16,50000000.0,51725000.0,43525000.0,44000000.0,44000000.0,0.0,TVIX
2012-02-17,42350000.0,44925000.0,41650000.0,42625000.0,42625000.0,0.0,TVIX
2012-02-21,41675000.0,43900000.0,41500000.0,42525000.0,42525000.0,0.0,TVIX
2012-02-22,44150000.0,44650000.0,42250000.0,42250000.0,42250000.0,0.0,TVIX
2012-02-23,42600000.0,43325000.0,40000000.0,40000000.0,40000000.0,0.0,TVIX
2012-02-24,40125000.0,42750000.0,39050000.0,41650000.0,41650000.0,0.0,TVIX
2012-02-27,43375000.0,43750000.0,40375000.0,41725000.0,41725000.0,0.0,TVIX
2012-02-28,42500000.0,42575000.0,41250000.0,41500000.0,41500000.0,0.0,TVIX
2012-02-29,41325000.0,42500000.0,40500000.0,41800000.0,41800000.0,0.0,TVIX
2012-03-01,41375000.0,41975000.0,40525000.0,40725000.0,40725000.0,0.0,TVIX
2012-03-02,41050000.0,41400000.0,40325000.0,40550000.0,40550000.0,0.0,TVIX
2012-03-05,41175000.0,41925000.0,40800000.0,40900000.0,40900000.0,0.0,TVIX
2012-03-06,43975000.0,44100000.0,42425000.0,42700000.0,42700000.0,0.0,TVIX
2012-03-07,42075000.0,42275000.0,40350000.0,40450000.0,40450000.0,0.0,TVIX
2012-03-08,39325000.0,39625000.0,37575000.0,37800000.0,37800000.0,0.0,TVIX
2012-03-09,37300000.0,37675000.0,36125000.0,37225000.0,37225000.0,0.0,TVIX
2012-03-12,36975000.0,37050000.0,35075000.0,35075000.0,35075000.0,0.0,TVIX
2012-03-13,34125000.0,35075000.0,33750000.0,34300000.0,34300000.0,0.0,TVIX
2012-03-14,33975000.0,36200000.0,33900000.0,35175000.0,35175000.0,0.0,TVIX
2012-03-15,35650000.0,36300000.0,35275000.0,35475000.0,35475000.0,0.0,TVIX
